Year,Month,Day,Hour,Minute,Second,HYY_AERO.cn
2023,02,01,10,00,00,1340.78893
2023,02,01,11,00,00,1756.05624
2023,02,01,12,00,00,1648.74111
2023,02,01,13,00,00,1648.19344
2023,02,01,14,00,00,1850.19305
2023,02,01,15,00,00,1931.81627
2023,02,01,16,00,00,1920.4971
2023,02,01,17,00,00,1988.97164
2023,02,01,18,00,00,2093.75261
2023,02,01,19,00,00,2025.72466
2023,02,01,20,00,00,1864.80589
2023,02,01,21,00,00,1624.83918
2023,02,01,22,00,00,1576.25626
2023,02,01,23,00,00,1339.56485
2023,02,02,00,00,00,1292.32986
2023,02,02,01,00,00,1409.01003
2023,02,02,02,00,00,1372.80831
2023,02,02,03,00,00,1008.37853
2023,02,02,04,00,00,708.99363
2023,02,02,05,00,00,655.60545
2023,02,02,06,00,00,581.14121
2023,02,02,07,00,00,618.75682
2023,02,02,08,00,00,607.21243
2023,02,02,09,00,00,599.36485
2023,02,02,10,00,00,508.58197
2023,02,02,11,00,00,483.75349
2023,02,02,12,00,00,583.69288
2023,02,02,13,00,00,714.60925
2023,02,02,14,00,00,590.01136
2023,02,02,15,00,00,578.71136
2023,02,02,16,00,00,335.33334
2023,02,02,17,00,00,2992.00028
2023,02,02,18,00,00,275.27318
2023,02,02,19,00,00,356.08954
2023,02,02,20,00,00,293.38879
2023,02,02,21,00,00,270.37182
2023,02,02,22,00,00,303.66242
2023,02,02,23,00,00,394.20545
2023,02,03,00,00,00,478.07121
2023,02,03,01,00,00,506.58318
2023,02,03,02,00,00,523.00439
2023,02,03,03,00,00,422.42182
2023,02,03,04,00,00,341.45819
2023,02,03,05,00,00,294.35091
2023,02,03,06,00,00,477.2306
2023,02,03,07,00,00,195.72469
2023,02,03,08,00,00,136.83834
2023,02,03,09,00,00,235.00212
2023,02,03,10,00,00,203.38242
2023,02,03,11,00,00,243.83182
2023,02,03,12,00,00,287.18152
2023,02,03,13,00,00,279.84212
2023,02,03,14,00,00,244.44
2023,02,03,15,00,00,221.91
2023,02,03,16,00,00,250.16879
2023,02,03,17,00,00,177.41606
2023,02,03,18,00,00,158.33167
2023,02,03,19,00,00,129.7047
2023,02,03,20,00,00,179.88485
2023,02,03,21,00,00,259.77272
2023,02,03,22,00,00,317.09697
2023,02,03,23,00,00,341.51046
2023,02,04,00,00,00,318.36833
2023,02,04,01,00,00,355.81697
2023,02,04,02,00,00,396.51318
2023,02,04,03,00,00,577.57895
2023,02,04,04,00,00,876.75727
2023,02,04,05,00,00,963.91183
2023,02,04,06,00,00,981.43636
2023,02,04,07,00,00,903.95303
2023,02,04,08,00,00,882.04576
2023,02,04,09,00,00,826.51287
2023,02,04,10,00,00,827.315
2023,02,04,11,00,00,760.74803
2023,02,04,12,00,00,686.61334
2023,02,04,13,00,00,601.50333
2023,02,04,14,00,00,899.1779
2023,02,04,15,00,00,696.7159
2023,02,04,16,00,00,546.94288
2023,02,04,17,00,00,710.6312
2023,02,04,18,00,00,524.82045
2023,02,04,19,00,00,303.48712
2023,02,04,20,00,00,461.56894
2023,02,04,21,00,00,598.08546
2023,02,04,22,00,00,676.71152
2023,02,04,23,00,00,983.66033
2023,02,05,00,00,00,879.76696
2023,02,05,01,00,00,893.84985
2023,02,05,02,00,00,1101.87201
2023,02,05,03,00,00,1033.1305
2023,02,05,04,00,00,853.09531
2023,02,05,05,00,00,825.53848
2023,02,05,06,00,00,897.5603
2023,02,05,07,00,00,942.30425
2023,02,05,08,00,00,1047.50668
2023,02,05,09,00,00,1061.66046
2023,02,05,10,00,00,1036.4751
2023,02,05,11,00,00,939.69166
2023,02,05,12,00,00,899.15485
2023,02,05,13,00,00,906.64969
2023,02,05,14,00,00,938.0826
2023,02,05,15,00,00,1088.62061
2023,02,05,16,00,00,1039.12046
2023,02,05,17,00,00,718.40135
2023,02,05,18,00,00,392.46485
2023,02,05,19,00,00,365.58591
2023,02,05,20,00,00,449.11546
2023,02,05,21,00,00,546.43076
2023,02,05,22,00,00,624.7788
2023,02,05,23,00,00,684.74393
2023,02,06,00,00,00,728.72985
2023,02,06,01,00,00,840.14409
2023,02,06,02,00,00,990.94957
2023,02,06,03,00,00,1156.80449
2023,02,06,04,00,00,1282.13991
2023,02,06,05,00,00,1426.03692
2023,02,06,06,00,00,1393.75952
2023,02,06,07,00,00,1155.54107
2023,02,06,08,00,00,1311.22119
2023,02,06,09,00,00,1479.35279
2023,02,06,10,00,00,1643.23679
2023,02,06,11,00,00,1689.33682
2023,02,06,12,00,00,1500.10697
2023,02,06,13,00,00,1821.79894
2023,02,06,14,00,00,1943.48411
2023,02,06,15,00,00,1715.42558
2023,02,06,16,00,00,1663.8929
2023,02,06,17,00,00,1615.98493
2023,02,06,18,00,00,1675.80918
2023,02,06,19,00,00,1902.79834
2023,02,06,20,00,00,1847.75912
2023,02,06,21,00,00,2003.37771
2023,02,06,22,00,00,2104.67803
2023,02,06,23,00,00,1558.95712
2023,02,07,00,00,00,1205.47208
2023,02,07,01,00,00,1433.65427
2023,02,07,02,00,00,1637.0156
2023,02,07,03,00,00,1541.07322
2023,02,07,04,00,00,1396.08271
2023,02,07,05,00,00,1327.76788
2023,02,07,06,00,00,1390.09554
2023,02,07,07,00,00,1268.31305
2023,02,07,08,00,00,1494.66559
2023,02,07,09,00,00,1763.74435
2023,02,07,10,00,00,1968.73878
2023,02,07,11,00,00,1819.12858
2023,02,07,12,00,00,1523.30715
2023,02,07,13,00,00,1283.78138
2023,02,07,14,00,00,1168.14501
2023,02,07,15,00,00,947.06956
2023,02,07,16,00,00,702.6347
2023,02,07,17,00,00,437.895
2023,02,07,18,00,00,369.27197
2023,02,07,19,00,00,325.47727
2023,02,07,20,00,00,314.91682
2023,02,07,21,00,00,275.98485
2023,02,07,22,00,00,258.45652
2023,02,07,23,00,00,244.22425
2023,02,08,00,00,00,239.93348
2023,02,08,01,00,00,253.50894
2023,02,08,02,00,00,276.03818
2023,02,08,03,00,00,312.72213
2023,02,08,04,00,00,353.95363
2023,02,08,05,00,00,350.00455
2023,02,08,06,00,00,314.32394
2023,02,08,07,00,00,294.81
2023,02,08,08,00,00,298.42288
2023,02,08,09,00,00,292.59015
2023,02,08,10,00,00,341.01606
2023,02,08,11,00,00,409.08136
2023,02,08,12,00,00,438.23045
2023,02,08,13,00,00,463.67122
2023,02,08,14,00,00,458.27818
2023,02,08,15,00,00,509.71257
2023,02,08,16,00,00,510.96666
2023,02,08,17,00,00,514.62378
2023,02,08,18,00,00,502.67712
2023,02,08,19,00,00,487.67136
2023,02,08,20,00,00,535.02909
2023,02,08,21,00,00,512.3047
2023,02,08,22,00,00,428.52833
2023,02,08,23,00,00,313.84075
2023,02,09,00,00,00,277.89137
2023,02,09,01,00,00,328.73197
2023,02,09,02,00,00,368.05576
2023,02,09,03,00,00,385.80196
2023,02,09,04,00,00,653.84681
2023,02,09,05,00,00,805.06183
2023,02,09,06,00,00,1328.16633
2023,02,09,07,00,00,1627.33985
2023,02,09,08,00,00,2113.8289
2023,02,09,09,00,00,2255.1441
2023,02,09,10,00,00,1673.30817
2023,02,09,11,00,00,1595.68847
2023,02,09,12,00,00,1605.5856
2023,02,09,13,00,00,1601.57154
2023,02,09,14,00,00,1629.23273
2023,02,09,15,00,00,1662.19209
2023,02,09,16,00,00,1654.02045
2023,02,09,17,00,00,1669.51341
2023,02,09,18,00,00,1653.4619
2023,02,09,19,00,00,1544.71957
2023,02,09,20,00,00,1488.06117
2023,02,09,21,00,00,1475.75157
2023,02,09,22,00,00,1363.08392
2023,02,09,23,00,00,1266.3126
2023,02,10,00,00,00,1252.68819
2023,02,10,01,00,00,1200.95618
2023,02,10,02,00,00,1154.71428
2023,02,10,03,00,00,1089.80884
2023,02,10,04,00,00,930.5685
2023,02,10,05,00,00,590.2953
2023,02,10,06,00,00,469.55576
2023,02,10,07,00,00,403.95257
2023,02,10,08,00,00,739.32362
2023,02,10,09,00,00,1867.52817
2023,02,10,10,00,00,1528.01194
2023,02,10,11,00,00,1141.95595
2023,02,10,12,00,00,963.1862
2023,02,10,13,00,00,421.65318
2023,02,10,14,00,00,542.21879
2023,02,10,15,00,00,508.56318
2023,02,10,16,00,00,369.31242
2023,02,10,17,00,00,287.64242
2023,02,10,18,00,00,1773.93392
2023,02,10,19,00,00,1633.66587
2023,02,10,20,00,00,1370.63106
2023,02,10,21,00,00,1510.73933
2023,02,10,22,00,00,1059.20364
2023,02,10,23,00,00,1042.33094
2023,02,11,00,00,00,1456.80439
2023,02,11,01,00,00,1612.20071
2023,02,11,02,00,00,2199.67532
2023,02,11,03,00,00,2828.3259
2023,02,11,04,00,00,2630.5816
2023,02,11,05,00,00,2608.31366
2023,02,11,06,00,00,2449.37168
2023,02,11,07,00,00,5052.14851
2023,02,11,08,00,00,2555.695
2023,02,11,09,00,00,2211.00881
2023,02,11,10,00,00,2219.66938
2023,02,11,11,00,00,2154.71952
2023,02,11,12,00,00,1654.37511
2023,02,11,13,00,00,1412.59495
2023,02,11,14,00,00,1374.61591
2023,02,11,15,00,00,1968.04183
2023,02,11,16,00,00,2329.36611
2023,02,11,17,00,00,1723.78458
2023,02,11,18,00,00,1445.64123
2023,02,11,19,00,00,1313.69298
2023,02,11,20,00,00,1296.43984
2023,02,11,21,00,00,1411.00076
2023,02,11,22,00,00,1212.752
2023,02,11,23,00,00,1066.53415
2023,02,12,00,00,00,1244.75298
2023,02,12,01,00,00,1660.8974
2023,02,12,02,00,00,2408.80548
2023,02,12,03,00,00,2584.14559
2023,02,12,04,00,00,2123.74525
2023,02,12,05,00,00,1523.2815
2023,02,12,06,00,00,1355.80331
2023,02,12,07,00,00,10541.62002
2023,02,12,08,00,00,6388.6732
2023,02,12,09,00,00,2425.00347
2023,02,12,10,00,00,2877.12786
2023,02,12,11,00,00,2205.12118
2023,02,12,12,00,00,1958.91531
2023,02,12,13,00,00,1994.03512
2023,02,12,14,00,00,1971.81465
2023,02,12,15,00,00,1851.41493
2023,02,12,16,00,00,1969.52378
2023,02,12,17,00,00,3101.12093
2023,02,12,18,00,00,2569.43381
2023,02,12,19,00,00,1662.07387
2023,02,12,20,00,00,1321.38529
2023,02,12,21,00,00,1266.89135
2023,02,12,22,00,00,1048.87095
2023,02,12,23,00,00,936.77816
2023,02,13,00,00,00,1054.24166
2023,02,13,01,00,00,1208.73863
2023,02,13,02,00,00,1289.12441
2023,02,13,03,00,00,1043.7938
2023,02,13,04,00,00,839.49455
2023,02,13,05,00,00,1024.90196
2023,02,13,06,00,00,1300.19885
2023,02,13,07,00,00,1106.88331
2023,02,13,08,00,00,1091.07426
2023,02,13,09,00,00,1193.5103
2023,02,13,10,00,00,1120.96152
2023,02,13,11,00,00,859.50485
2023,02,13,12,00,00,682.4544
2023,02,13,13,00,00,797.08454
2023,02,13,14,00,00,928.32212
2023,02,13,15,00,00,993.53016
2023,02,13,16,00,00,998.45725
2023,02,13,17,00,00,1366.99149
2023,02,13,18,00,00,1784.43913
2023,02,13,19,00,00,2089.82677
2023,02,13,20,00,00,2028.98519
2023,02,13,21,00,00,1695.10064
2023,02,13,22,00,00,1374.06241
2023,02,13,23,00,00,1077.42459
2023,02,14,00,00,00,942.39121
2023,02,14,01,00,00,1221.96758
2023,02,14,02,00,00,1601.5441
2023,02,14,03,00,00,1955.7456
2023,02,14,04,00,00,2166.07616
2023,02,14,05,00,00,2058.17157
2023,02,14,06,00,00,2145.1985
2023,02,14,07,00,00,2386.61465
2023,02,14,08,00,00,2655.78898
2023,02,14,09,00,00,3039.64684
2023,02,14,10,00,00,2616.92262
2023,02,14,11,00,00,2468.25025
2023,02,14,12,00,00,2136.83636
2023,02,14,13,09,00,1310.00751
2023,02,14,14,00,00,2100.15545
2023,02,14,15,00,00,2087.65619
2023,02,14,16,00,00,2048.62383
2023,02,14,17,00,00,2076.66499
2023,02,14,18,00,00,2180.84602
2023,02,14,19,09,00,NaN
2023,02,14,20,09,00,NaN
2023,02,14,21,09,00,NaN
2023,02,14,22,09,00,NaN
2023,02,14,23,09,00,NaN
2023,02,15,00,09,00,NaN
2023,02,15,01,09,00,NaN
2023,02,15,02,09,00,NaN
2023,02,15,03,09,00,NaN
2023,02,15,04,09,00,NaN
2023,02,15,05,09,00,NaN
2023,02,15,06,09,00,NaN
2023,02,15,07,09,00,NaN
2023,02,15,08,09,00,574.54385
2023,02,15,09,00,00,558.3809
2023,02,15,10,00,00,1001.3328
2023,02,15,11,00,00,736.94969
2023,02,15,12,00,00,811.82318
2023,02,15,13,00,00,776.78379
2023,02,15,14,00,00,875.0147
2023,02,15,15,00,00,892.11046
2023,02,15,16,00,00,908.99046
2023,02,15,17,00,00,945.49865
2023,02,15,18,00,00,931.32334
2023,02,15,19,00,00,793.73728
2023,02,15,20,00,00,619.38516
2023,02,15,21,00,00,699.01212
2023,02,15,22,00,00,529.91484
2023,02,15,23,00,00,408.55288
2023,02,16,00,00,00,362.16651
2023,02,16,01,00,00,293.14909
2023,02,16,02,00,00,198.1903
2023,02,16,03,00,00,191.39182
2023,02,16,04,00,00,207.77273
2023,02,16,05,00,00,241.9203
2023,02,16,06,00,00,280.84485
2023,02,16,07,00,00,337.78212
2023,02,16,08,00,00,365.6353
2023,02,16,09,00,00,328.83182
2023,02,16,10,00,00,255.50212
2023,02,16,11,00,00,302.91909
2023,02,16,12,00,00,310.84288
2023,02,16,13,00,00,281.81228
2023,02,16,14,00,00,310.5747
2023,02,16,15,00,00,411.08409
2023,02,16,16,00,00,470.32212
2023,02,16,17,00,00,468.35546
2023,02,16,18,00,00,366.75046
2023,02,16,19,00,00,295.48106
2023,02,16,20,00,00,320.66015
2023,02,16,21,00,00,271.66576
2023,02,16,22,00,00,286.58531
2023,02,16,23,00,00,261.79364
2023,02,17,00,00,00,264.7406
2023,02,17,01,00,00,295.11409
2023,02,17,02,00,00,345.88833
2023,02,17,03,00,00,384.90379
2023,02,17,04,00,00,418.51758
2023,02,17,05,00,00,437.28227
2023,02,17,06,00,00,498.01379
2023,02,17,07,00,00,509.82833
2023,02,17,08,00,00,584.89894
2023,02,17,09,00,00,680.00651
2023,02,17,10,00,00,684.15576
2023,02,17,11,00,00,719.2791
2023,02,17,12,00,00,736.55894
2023,02,17,13,00,00,730.90106
2023,02,17,14,00,00,767.58894
2023,02,17,15,00,00,754.43379
2023,02,17,16,00,00,678.02879
2023,02,17,17,00,00,745.14515
2023,02,17,18,00,00,738.49424
2023,02,17,19,00,00,629.30409
2023,02,17,20,00,00,596.47757
2023,02,17,21,00,00,600.74121
2023,02,17,22,00,00,586.74363
2023,02,17,23,00,00,515.96152
2023,02,18,00,00,00,430.07804
2023,02,18,01,00,00,340.34
2023,02,18,02,00,00,236.15379
2023,02,18,03,00,00,300.33777
2023,02,18,04,00,00,403.48515
2023,02,18,05,00,00,444.26864
2023,02,18,06,00,00,474.54622
2023,02,18,07,00,00,495.97788
2023,02,18,08,00,00,506.64985
2023,02,18,09,00,00,638.27106
2023,02,18,10,00,00,740.87015
2023,02,18,11,00,00,866.92424
2023,02,18,12,00,00,930.89863
2023,02,18,13,00,00,1052.473
2023,02,18,14,00,00,1107.28676
2023,02,18,15,00,00,1227.07487
2023,02,18,16,00,00,1185.62166
2023,02,18,17,00,00,1175.782
2023,02,18,18,00,00,1134.90518
2023,02,18,19,00,00,1184.01612
2023,02,18,20,00,00,1253.2998
2023,02,18,21,00,00,1346.38452
2023,02,18,22,00,00,1393.28132
2023,02,18,23,00,00,1376.92387
2023,02,19,00,00,00,1387.19592
2023,02,19,01,00,00,1380.85042
2023,02,19,02,00,00,1338.57469
2023,02,19,03,00,00,1307.89636
2023,02,19,04,00,00,1277.42288
2023,02,19,05,00,00,1266.70179
2023,02,19,06,00,00,1899.37473
2023,02,19,07,00,00,1267.88643
2023,02,19,08,00,00,3668.76367
2023,02,19,09,00,00,2960.63977
2023,02,19,10,00,00,1586.93898
2023,02,19,11,00,00,1496.93747
2023,02,19,12,00,00,1435.68909
2023,02,19,13,00,00,1420.12382
2023,02,19,14,00,00,1424.12507
2023,02,19,15,00,00,1458.67766
2023,02,19,16,00,00,1554.63875
2023,02,19,17,00,00,1744.87291
2023,02,19,18,00,00,1735.55163
2023,02,19,19,00,00,1629.2309
2023,02,19,20,00,00,1540.49775
2023,02,19,21,00,00,1311.1788
2023,02,19,22,00,00,1392.10605
2023,02,19,23,00,00,1324.10378
2023,02,20,00,00,00,1272.34666
2023,02,20,01,00,00,1262.1309
2023,02,20,02,00,00,1311.26805
2023,02,20,03,00,00,1412.02925
2023,02,20,04,00,00,1342.80458
2023,02,20,05,00,00,1194.75937
2023,02,20,06,00,00,1038.2065
2023,02,20,07,00,00,1086.95017
2023,02,20,08,00,00,1204.95271
2023,02,20,09,00,00,965.81256
2023,02,20,10,00,00,1194.67895
2023,02,20,11,00,00,1485.89169
2023,02,20,12,00,00,881.85122
2023,02,20,13,00,00,1587.48624
2023,02,20,14,00,00,1178.94391
2023,02,20,15,00,00,934.5403
2023,02,20,16,00,00,1029.48591
2023,02,20,17,00,00,940.93606
2023,02,20,18,00,00,895.4744
2023,02,20,19,00,00,832.95243
2023,02,20,20,00,00,858.38212
2023,02,20,21,00,00,889.97727
2023,02,20,22,00,00,935.4591
2023,02,20,23,00,00,1045.47741
2023,02,21,00,00,00,1229.13368
2023,02,21,01,00,00,1210.24424
2023,02,21,02,00,00,1110.36422
2023,02,21,03,00,00,1063.79165
2023,02,21,04,00,00,1119.64409
2023,02,21,05,00,00,1125.37581
2023,02,21,06,00,00,1098.18807
2023,02,21,07,00,00,1140.26075
2023,02,21,08,00,00,1180.8327
2023,02,21,09,00,00,1235.42899
2023,02,21,10,00,00,1403.55896
2023,02,21,11,00,00,1477.75335
2023,02,21,12,00,00,1414.32934
2023,02,21,13,00,00,1530.96429
2023,02,21,14,00,00,1371.07259
2023,02,21,15,00,00,1239.94555
2023,02,21,16,00,00,1223.67686
2023,02,21,17,00,00,1247.47142
2023,02,21,18,00,00,1254.69212
2023,02,21,19,00,00,1460.49247
2023,02,21,20,00,00,1524.2824
2023,02,21,21,00,00,1480.96155
2023,02,21,22,00,00,1238.8802
2023,02,21,23,00,00,1589.52368
2023,02,22,00,00,00,1738.06286
2023,02,22,01,00,00,1729.59123
2023,02,22,02,00,00,1767.96244
2023,02,22,03,00,00,1884.86255
2023,02,22,04,00,00,2260.05828
2023,02,22,05,00,00,2730.21745
2023,02,22,06,00,00,2581.06557
2023,02,22,07,00,00,2444.64739
2023,02,22,08,00,00,2101.3941
2023,02,22,09,00,00,2096.65951
2023,02,22,10,00,00,2164.57198
2023,02,22,11,00,00,1824.48858
2023,02,22,12,00,00,2052.4712
2023,02,22,13,00,00,6988.51646
2023,02,22,14,00,00,2280.61804
2023,02,22,15,00,00,2001.91685
2023,02,22,16,00,00,1808.40925
2023,02,22,17,00,00,1882.58197
2023,02,22,18,00,00,2132.70285
2023,02,22,19,00,00,2076.55156
2023,02,22,20,00,00,1703.09229
2023,02,22,21,00,00,1421.25088
2023,02,22,22,00,00,1606.14108
2023,02,22,23,00,00,1880.67189
2023,02,23,00,00,00,2026.90341
2023,02,23,01,00,00,1834.28222
2023,02,23,02,00,00,1891.21944
2023,02,23,03,00,00,1696.25412
2023,02,23,04,00,00,1387.67137
2023,02,23,05,00,00,1135.77672
2023,02,23,06,00,00,982.35894
2023,02,23,07,00,00,916.93379
2023,02,23,08,00,00,921.71076
2023,02,23,09,00,00,961.41787
2023,02,23,10,00,00,956.35138
2023,02,23,11,00,00,976.60153
2023,02,23,12,00,00,941.28061
2023,02,23,13,00,00,947.29696
2023,02,23,14,00,00,862.30818
2023,02,23,15,00,00,723.62833
2023,02,23,16,00,00,669.55136
2023,02,23,17,00,00,563.73348
2023,02,23,18,00,00,701.0965
2023,02,23,19,00,00,622.82455
2023,02,23,20,00,00,643.4353
2023,02,23,21,00,00,370.78273
2023,02,23,22,00,00,319.53833
2023,02,23,23,00,00,361.79834
2023,02,24,00,00,00,417.56788
2023,02,24,01,00,00,404.0597
2023,02,24,02,00,00,465.25984
2023,02,24,03,00,00,428.99454
2023,02,24,04,00,00,338.62879
2023,02,24,05,00,00,433.6712
2023,02,24,06,00,00,442.53728
2023,02,24,07,00,00,550.57728
2023,02,24,08,00,00,415.42879
2023,02,24,09,00,00,399.97545
2023,02,24,10,00,00,319.25501
2023,02,24,11,00,00,358.47273
2023,02,24,12,00,00,369.05546
2023,02,24,13,00,00,437.00031
2023,02,24,14,00,00,306.46894
2023,02,24,15,00,00,290.75152
2023,02,24,16,00,00,284.95834
2023,02,24,17,00,00,337.51378
2023,02,24,18,00,00,366.48819
2023,02,24,19,00,00,497.04015
2023,02,24,20,00,00,407.46242
2023,02,24,21,00,00,701.75062
2023,02,24,22,00,00,530.26545
2023,02,24,23,00,00,638.23152
2023,02,25,00,00,00,932.17879
2023,02,25,01,00,00,843.98637
2023,02,25,02,00,00,670.16318
2023,02,25,03,00,00,350.15137
2023,02,25,04,00,00,209.50242
2023,02,25,05,00,00,207.3453
2023,02,25,06,00,00,342.77393
2023,02,25,07,00,00,339.71243
2023,02,25,08,00,00,354.79485
2023,02,25,09,00,00,410.05561
2023,02,25,10,00,00,537.10637
2023,02,25,11,00,00,460.21985
2023,02,25,12,00,00,387.26802
2023,02,25,13,00,00,325.43576
2023,02,25,14,00,00,385.98
2023,02,25,15,00,00,402.57243
2023,02,25,16,00,00,457.51197
2023,02,25,17,00,00,447.24167
2023,02,25,18,00,00,531.79273
2023,02,25,19,00,00,771.25561
2023,02,25,20,00,00,975.95289
2023,02,25,21,00,00,988.92985
2023,02,25,22,00,00,1112.14695
2023,02,25,23,00,00,873.53439
2023,02,26,00,00,00,697.04196
2023,02,26,01,00,00,574.62788
2023,02,26,02,00,00,428.61
2023,02,26,03,00,00,382.84515
2023,02,26,04,00,00,416.55257
2023,02,26,05,00,00,458.30121
2023,02,26,06,00,00,482.75894
2023,02,26,07,00,00,489.60061
2023,02,26,08,00,00,3333.07835
2023,02,26,09,00,00,533.17517
2023,02,26,10,00,00,432.55303
2023,02,26,11,00,00,503.47666
2023,02,26,12,00,00,607.54818
2023,02,26,13,00,00,384.57106
2023,02,26,14,00,00,368.1547
2023,02,26,15,00,00,381.09
2023,02,26,16,00,00,362.94652
2023,02,26,17,00,00,383.14561
2023,02,26,18,00,00,393.97272
2023,02,26,19,00,00,521.01591
2023,02,26,20,00,00,1926.14256
2023,02,26,21,00,00,2868.99685
2023,02,26,22,00,00,2894.21653
2023,02,26,23,00,00,2941.75405
2023,02,27,00,00,00,2729.32931
2023,02,27,01,00,00,2826.38793
2023,02,27,02,00,00,2336.48398
2023,02,27,03,00,00,1872.07624
2023,02,27,04,00,00,1497.98753
2023,02,27,05,00,00,1109.94682
2023,02,27,06,00,00,1019.47428
2023,02,27,07,00,00,1095.93411
2023,02,27,08,00,00,976.5791
2023,02,27,09,00,00,917.09364
2023,02,27,10,00,00,923.59834
2023,02,27,11,00,00,957.93699
2023,02,27,12,00,00,963.26667
2023,02,27,13,00,00,928.74909
2023,02,27,14,00,00,928.37667
2023,02,27,15,00,00,965.31834
2023,02,27,16,00,00,1323.63757
2023,02,27,17,00,00,2224.61804
2023,02,27,18,00,00,2875.5791
2023,02,27,19,00,00,2852.79576
2023,02,27,20,00,00,2565.73049
2023,02,27,21,00,00,2536.10848
2023,02,27,22,00,00,2220.9606
2023,02,27,23,00,00,1923.98909
2023,02,28,00,00,00,1669.94486
2023,02,28,01,00,00,1687.35238
2023,02,28,02,00,00,1657.7073
2023,02,28,03,00,00,1410.8644
2023,02,28,04,00,00,1623.57168
2023,02,28,05,00,00,2127.08345
2023,02,28,06,00,00,2042.56207
2023,02,28,07,00,00,1128.33092
2023,02,28,08,00,00,334.58546
2023,02,28,09,00,00,240.86227
2023,02,28,10,00,00,277.16091
2023,02,28,11,00,00,540.95394
2023,02,28,12,00,00,383.68409
2023,02,28,13,00,00,355.36637
2023,02,28,14,00,00,634.59667
2023,02,28,15,00,00,1243.97876
2023,02,28,16,00,00,3085.65807
2023,02,28,17,00,00,1750.96516
2023,02,28,18,00,00,1429.14854
2023,02,28,19,09,00,NaN
2023,02,28,20,09,00,NaN
2023,02,28,21,09,00,NaN
2023,02,28,22,09,00,NaN
2023,02,28,23,09,00,NaN
2023,03,01,00,09,00,NaN
2023,03,01,01,09,00,NaN
2023,03,01,02,09,00,NaN
2023,03,01,03,09,00,NaN
2023,03,01,04,09,00,NaN
2023,03,01,05,09,00,NaN
2023,03,01,06,09,00,NaN
2023,03,01,07,09,00,NaN
2023,03,01,08,09,00,NaN
2023,03,01,09,09,00,3128.07031
2023,03,01,10,00,00,3004.8047
2023,03,01,11,00,00,2734.15135
2023,03,01,12,00,00,2592.49045
2023,03,01,13,00,00,2813.06581
2023,03,01,14,00,00,4428.18668
2023,03,01,15,00,00,4804.878
2023,03,01,16,00,00,4278.67108
2023,03,01,17,00,00,4057.99251
2023,03,01,18,00,00,4016.21176
2023,03,01,19,01,00,4079.6726
2023,03,01,20,00,00,4106.95709
2023,03,01,21,00,00,4219.17894
2023,03,01,22,00,00,4248.79586
2023,03,01,23,00,00,3420.47222
2023,03,02,00,00,00,2548.49396
2023,03,02,01,00,00,2324.77049
2023,03,02,02,00,00,2162.27787
2023,03,02,03,00,00,2253.20724
2023,03,02,04,00,00,1800.13309
2023,03,02,05,00,00,1364.50163
2023,03,02,06,00,00,942.59501
2023,03,02,07,00,00,813.79196
2023,03,02,08,00,00,1086.60604
2023,03,02,09,00,00,847.09125
2023,03,02,10,00,00,425.72561
2023,03,02,11,00,00,451.44879
2023,03,02,12,00,00,541.98076
2023,03,02,13,00,00,599.47546
2023,03,02,14,00,00,471.54061
2023,03,02,15,00,00,469.7044
2023,03,02,16,00,00,518.21151
2023,03,02,17,00,00,482.77334
2023,03,02,18,00,00,479.825
2023,03,02,19,00,00,484.98045
2023,03,02,20,00,00,541.73424
2023,03,02,21,00,00,759.805
2023,03,02,22,00,00,811.1606
2023,03,02,23,00,00,1135.51472
2023,03,03,00,00,00,1415.98258
2023,03,03,01,00,00,1526.74648
2023,03,03,02,00,00,1529.21435
2023,03,03,03,00,00,1524.21156
2023,03,03,04,00,00,1712.5547
2023,03,03,05,00,00,1963.67074
2023,03,03,06,00,00,2191.28805
2023,03,03,07,00,00,2466.29356
2023,03,03,08,00,00,2481.26035
2023,03,03,09,00,00,2408.13351
2023,03,03,10,00,00,2528.9677
2023,03,03,11,00,00,2646.08541
2023,03,03,12,00,00,2620.70519
2023,03,03,13,00,00,2711.62406
2023,03,03,14,00,00,3066.25736
2023,03,03,15,00,00,891.65469
2023,03,03,16,00,00,1175.81365
2023,03,03,17,00,00,1577.88664
2023,03,03,18,00,00,1357.34607
2023,03,03,19,00,00,581.37591
2023,03,03,20,00,00,1069.13272
2023,03,03,21,00,00,517.1091
2023,03,03,22,00,00,590.87561
2023,03,03,23,00,00,667.90833
2023,03,04,00,00,00,633.73757
2023,03,04,01,00,00,1758.75014
2023,03,04,02,00,00,2259.04058
2023,03,04,03,00,00,2169.76495
2023,03,04,04,00,00,1979.82863
2023,03,04,05,00,00,2024.30354
2023,03,04,06,00,00,2121.63224
2023,03,04,07,00,00,2267.97637
2023,03,04,08,00,00,2409.24035
2023,03,04,09,00,00,2731.3089
2023,03,04,10,00,00,1842.25335
2023,03,04,11,00,00,3732.14026
2023,03,04,12,00,00,1479.35558
2023,03,04,13,00,00,1199.94093
2023,03,04,14,00,00,964.51984
2023,03,04,15,00,00,941.68044
2023,03,04,16,00,00,559.83667
2023,03,04,17,00,00,341.44788
2023,03,04,18,00,00,258.26773
2023,03,04,19,00,00,295.34122
2023,03,04,20,00,00,330.72364
2023,03,04,21,00,00,258.20924
2023,03,04,22,00,00,255.36046
