Year,Month,Day,Hour,Minute,Second,HYY_META.T42,HYY_META.T336
2023,02,26,16,00,00,-6.3175,-6.40833
2023,02,26,17,00,00,-7.284,-7.23767
2023,02,26,18,00,00,-8.34333,-8.2065
2023,02,26,19,00,00,-9.32967,-8.9285
2023,02,26,20,00,00,-9.9695,-9.69867
2023,02,26,21,00,00,-10.4675,-10.073
2023,02,26,22,00,00,-10.82767,-9.84033
2023,02,26,23,00,00,-11.83,-9.81867
2023,02,27,00,00,00,-12.6325,-9.73967
2023,02,27,01,00,00,-12.358,-9.71567
2023,02,27,02,00,00,-11.86617,-10.395
2023,02,27,03,00,00,-11.47883,-10.036
2023,02,27,04,00,00,-11.142,-9.87517
2023,02,27,05,00,00,-10.60333,-9.79317
2023,02,27,06,00,00,-8.953,-8.6325
2023,02,27,07,00,00,-7.38183,-7.29567
2023,02,27,08,00,00,-6.47317,-6.6295
2023,02,27,09,00,00,-5.775,-6.00467
2023,02,27,10,00,00,-4.76067,-5.02933
2023,02,27,11,00,00,-3.52233,-3.85017
2023,02,27,12,00,00,-2.88817,-3.23817
2023,02,27,13,00,00,-2.18183,-2.495
2023,02,27,14,00,00,-1.48067,-1.78717
2023,02,27,15,00,00,-1.0439,-1.31585
2023,02,27,16,00,00,-0.56833,-0.78383
2023,02,27,17,00,00,-0.01117,-0.34167
2023,02,27,18,00,00,0.37433,-0.02767
2023,02,27,19,00,00,0.64717,0.348
2023,02,27,20,00,00,0.78833,0.40467
2023,02,27,21,00,00,0.824,0.5825
2023,02,27,22,00,00,0.89017,0.884
2023,02,27,23,00,00,1.58733,1.694
2023,02,28,00,00,00,2.00617,2.01367
2023,02,28,01,00,00,2.04467,2.04433
2023,02,28,02,00,00,1.7095,1.63483
2023,02,28,03,00,00,2.24067,2.13867
2023,02,28,04,00,00,1.736,1.50267
2023,02,28,05,00,00,1.43383,1.21167
2023,02,28,06,00,00,1.08117,0.80617
2023,02,28,07,00,00,0.96517,0.69567
2023,02,28,08,00,00,0.31983,-0.05567
2023,02,28,09,00,00,-0.44317,-0.93833
2023,02,28,10,00,00,-0.31817,-0.86267
2023,02,28,11,00,00,0.19433,-0.38867
2023,02,28,12,00,00,0.6655,0.09567
2023,02,28,13,00,00,1.17483,0.67217
2023,02,28,14,00,00,1.01,0.4735
2023,02,28,15,00,00,0.79517,0.36467
2023,02,28,16,00,00,0.44367,0.10133
2023,02,28,17,00,00,-0.102,-0.335
2023,02,28,18,00,00,-0.97017,-1.0805
2023,02,28,19,00,00,-1.32917,-1.52833
2023,02,28,20,00,00,-1.71233,-1.711
2023,02,28,21,00,00,-2.20733,-2.21267
2023,02,28,22,00,00,-2.51767,-2.493
2023,02,28,23,00,00,-2.7995,-2.79817
2023,03,01,00,00,00,-3.08183,-3.077
2023,03,01,01,00,00,-3.34583,-3.33867
2023,03,01,02,00,00,-3.53717,-3.45667
2023,03,01,03,00,00,-3.70383,-3.6315
2023,03,01,04,00,00,-3.44833,-3.40167
2023,03,01,05,00,00,-3.0665,-3.0965
2023,03,01,06,00,00,-2.53867,-2.67417
2023,03,01,07,00,00,-2.03883,-2.221
2023,03,01,08,00,00,-1.59617,-1.84933
2023,03,01,09,00,00,-0.52567,-0.8865
2023,03,01,10,00,00,0.79567,0.21017
2023,03,01,11,00,00,1.55583,0.999
2023,03,01,12,00,00,2.56467,1.95167
2023,03,01,13,00,00,3.77733,3.21483
2023,03,01,14,00,00,4.38567,3.91833
2023,03,01,15,00,00,4.365,4.01333
2023,03,01,16,00,00,4.07167,3.77
2023,03,01,17,00,00,3.67067,3.4275
2023,03,01,18,00,00,2.42683,2.435
2023,03,01,19,00,00,1.44167,1.553
2023,03,01,20,00,00,1.19583,1.342
2023,03,01,21,00,00,1.47383,1.4465
2023,03,01,22,00,00,0.65483,1.29667
2023,03,01,23,00,00,0.959,0.97267
2023,03,02,00,00,00,1.33083,1.26067
2023,03,02,01,00,00,0.77217,0.68967
2023,03,02,02,00,00,0.88233,0.69267
2023,03,02,03,00,00,1.107,0.82617
2023,03,02,04,00,00,1.05533,0.775
2023,03,02,05,00,00,1.008,0.72833
2023,03,02,06,00,00,0.771,0.52367
2023,03,02,07,00,00,0.826,0.61483
2023,03,02,08,00,00,1.23867,1.00517
2023,03,02,09,00,00,1.9155,1.59333
2023,03,02,10,00,00,3.10433,2.7645
2023,03,02,11,00,00,3.87067,3.39417
2023,03,02,12,00,00,4.10133,3.66767
2023,03,02,13,00,00,4.423,3.99383
2023,03,02,14,00,00,3.11383,2.6145
2023,03,02,15,00,00,0.54733,0.14117
2023,03,02,16,00,00,0.42333,0.0615
2023,03,02,17,00,00,0.14933,-0.146
2023,03,02,18,00,00,0.06367,-0.20967
2023,03,02,19,00,00,-0.08067,-0.26217
2023,03,02,20,00,00,-0.27817,-0.453
2023,03,02,21,00,00,-0.17717,-0.29217
2023,03,02,22,00,00,-0.26217,-0.44233
2023,03,02,23,00,00,-0.40067,-0.5015
2023,03,03,00,00,00,-0.55933,-0.59567
2023,03,03,01,00,00,-0.45083,-0.55667
2023,03,03,02,00,00,-0.83783,-0.97367
2023,03,03,03,00,00,-0.8175,-1.05533
2023,03,03,04,00,00,-0.972,-1.2005
2023,03,03,05,00,00,-1.39283,-1.52533
2023,03,03,06,00,00,-1.91983,-1.96667
2023,03,03,07,00,00,-2.37517,-2.35267
2023,03,03,08,00,00,-2.47367,-2.575
2023,03,03,09,00,00,-1.834,-2.04367
2023,03,03,10,00,00,-0.60833,-0.95667
2023,03,03,11,00,00,0.3375,-0.24117
2023,03,03,12,00,00,1.0445,0.37817
2023,03,03,13,00,00,1.4485,0.85467
2023,03,03,14,00,00,1.21,0.73533
2023,03,03,15,00,00,1.4515,1.00733
2023,03,03,16,00,00,0.48817,0.1135
2023,03,03,17,00,00,-0.788,-1.07867
2023,03,03,18,00,00,-0.82633,-1.0935
2023,03,03,19,00,00,-0.84617,-1.12333
2023,03,03,20,00,00,-0.96983,-1.27083
2023,03,03,21,00,00,-1.00433,-1.2965
2023,03,03,22,00,00,-1.1615,-1.45867
2023,03,03,23,00,00,-1.33867,-1.61567
2023,03,04,00,00,00,-1.34817,-1.62633
2023,03,04,01,00,00,-1.82067,-2.10317
2023,03,04,02,00,00,-2.0915,-2.3755
2023,03,04,03,00,00,-2.41,-2.691
2023,03,04,04,00,00,-2.781,-3.038
2023,03,04,05,00,00,-3.15283,-3.40517
2023,03,04,06,00,00,-3.385,-3.68267
2023,03,04,07,00,00,-3.69467,-3.98617
2023,03,04,08,00,00,-3.88067,-4.22267
2023,03,04,09,00,00,-3.96117,-4.37433
2023,03,04,10,00,00,-3.6825,-4.1195
2023,03,04,11,00,00,-3.23417,-3.69883
2023,03,04,12,00,00,-2.78233,-3.22117
2023,03,04,13,00,00,-2.4765,-2.88683
2023,03,04,14,00,00,-2.17367,-2.56733
2023,03,04,15,00,00,-2.15867,-2.542
2023,03,04,16,00,00,-2.34883,-2.70017
2023,03,04,17,00,00,-2.81733,-3.09983
2023,03,04,18,00,00,-3.28217,-3.57333
2023,03,04,19,00,00,-3.55017,-3.87733
2023,03,04,20,00,00,-3.7335,-4.0705
2023,03,04,21,00,00,-3.8495,-4.18833
2023,03,04,22,00,00,-3.953,-4.2975
2023,03,04,23,00,00,-4.1315,-4.473
2023,03,05,00,00,00,-4.4405,-4.76117
2023,03,05,01,00,00,-4.41117,-4.792
2023,03,05,02,00,00,-4.40417,-4.78333
2023,03,05,03,00,00,-4.5905,-4.979
2023,03,05,04,00,00,-4.58983,-4.994
2023,03,05,05,00,00,-4.5295,-4.9065
2023,03,05,06,00,00,-4.61733,-5.01617
2023,03,05,07,00,00,-4.697,-5.09083
2023,03,05,08,00,00,-4.69183,-5.1055
2023,03,05,09,00,00,-4.44133,-4.87883
2023,03,05,10,00,00,-4.0935,-4.603
2023,03,05,11,00,00,-3.981,-4.4735
2023,03,05,12,00,00,-3.698,-4.16417
2023,03,05,13,00,00,-3.426,-3.86983
2023,03,05,14,00,00,-3.1495,-3.5965
2023,03,05,15,00,00,-3.22467,-3.65017
2023,03,05,16,00,00,-3.25283,-3.66383
2023,03,05,17,00,00,-3.5025,-3.804
2023,03,05,18,00,00,-4.08567,-4.351
2023,03,05,19,00,00,-5.91833,-6.13283
2023,03,05,20,00,00,-7.33733,-7.0555
2023,03,05,21,00,00,-7.9405,-7.92783
2023,03,05,22,00,00,-9.13317,-8.78483
2023,03,05,23,00,00,-9.35317,-9.2555
2023,03,06,00,00,00,-9.63883,-9.5325
2023,03,06,01,00,00,-9.82167,-9.712
2023,03,06,02,00,00,-10.03867,-10.04617
2023,03,06,03,00,00,-10.0915,-10.20683
2023,03,06,04,00,00,-10.1405,-10.19233
2023,03,06,05,00,00,-10.34717,-10.15783
2023,03,06,06,00,00,-10.7835,-10.68717
2023,03,06,07,00,00,-11.25051,-11.22695
2023,03,06,08,00,00,-11.10317,-11.2655
2023,03,06,09,00,00,-10.0545,-10.50483
2023,03,06,10,00,00,-8.80183,-9.33433
2023,03,06,11,00,00,-8.10867,-8.61867
2023,03,06,12,00,00,-7.509,-7.95183
2023,03,06,13,00,00,-7.17617,-7.68867
2023,03,06,14,00,00,-6.88267,-7.32017
2023,03,06,15,00,00,-7.15933,-7.56617
2023,03,06,16,00,00,-7.23633,-7.6605
2023,03,06,17,00,00,-7.91067,-8.1335
2023,03,06,18,00,00,-8.68733,-8.64067
2023,03,06,19,00,00,-9.86767,-9.52483
2023,03,06,20,00,00,-11.3185,-10.19183
2023,03,06,21,00,00,-11.596,-10.55067
2023,03,06,22,00,00,-12.14267,-11.0835
2023,03,06,23,00,00,-12.79833,-11.2155
2023,03,07,00,00,00,-13.1545,-11.93283
2023,03,07,01,00,00,-14.09983,-11.8345
2023,03,07,02,00,00,-14.6565,-12.26567
2023,03,07,03,00,00,-15.20417,-12.45933
2023,03,07,04,00,00,-15.74667,-10.8565
2023,03,07,05,00,00,-15.78933,-10.25183
2023,03,07,06,00,00,-16.2285,-10.477
2023,03,07,07,00,00,-16.42083,-10.87533
2023,03,07,08,00,00,-15.02583,-12.28683
2023,03,07,09,00,00,-12.13317,-12.1215
2023,03,07,10,00,00,-10.114,-10.3555
2023,03,07,11,00,00,-8.26333,-8.71217
2023,03,07,12,00,00,-7.31383,-7.90017
2023,03,07,13,00,00,-6.82083,-7.38083
2023,03,07,14,00,00,-6.4125,-6.89183
2023,03,07,15,00,00,-6.31067,-6.63967
2023,03,07,16,00,00,-6.491,-6.69683
2023,03,07,17,00,00,-7.13817,-7.04483
2023,03,07,18,00,00,-8.49983,-7.8525
2023,03,07,19,00,00,-9.6785,-9.27083
2023,03,07,20,00,00,-10.18733,-9.75017
2023,03,07,21,00,00,-10.62517,-10.14233
2023,03,07,22,00,00,-11.05217,-10.67533
2023,03,07,23,00,00,-11.47833,-11.09717
2023,03,08,00,00,00,-11.4655,-11.138
2023,03,08,01,00,00,-11.72067,-11.58067
2023,03,08,02,00,00,-11.795,-11.75033
2023,03,08,03,00,00,-11.691,-11.739
2023,03,08,04,00,00,-11.63833,-11.77167
2023,03,08,05,00,00,-11.07467,-11.27933
2023,03,08,06,00,00,-10.801,-11.01717
2023,03,08,07,00,00,-10.78117,-11.001
2023,03,08,08,00,00,-10.2305,-10.49833
2023,03,08,09,00,00,-9.98933,-10.345
2023,03,08,10,00,00,-9.67,-10.0635
2023,03,08,11,00,00,-8.66683,-9.09333
2023,03,08,12,00,00,-6.917,-7.31333
2023,03,08,13,00,00,-6.0945,-6.4665
2023,03,08,14,00,00,-5.39233,-5.69917
2023,03,08,15,00,00,-5.565,-5.853
2023,03,08,16,00,00,-6.38517,-6.57883
2023,03,08,17,00,00,-7.3125,-7.47517
2023,03,08,18,00,00,-8.37733,-8.48717
2023,03,08,19,00,00,-9.247,-9.382
2023,03,08,20,00,00,-10.1175,-10.25583
2023,03,08,21,00,00,-10.85283,-10.887
2023,03,08,22,00,00,-11.44183,-11.53233
2023,03,08,23,00,00,-12.413,-12.39433
2023,03,09,00,00,00,-13.27733,-13.17617
2023,03,09,01,00,00,-14.184,-14.08033
2023,03,09,02,00,00,-15.14667,-14.91033
2023,03,09,03,00,00,-15.50033,-15.39517
2023,03,09,04,00,00,-16.29867,-16.251
2023,03,09,05,00,00,-17.1795,-17.02567
2023,03,09,06,00,00,-17.74933,-17.6455
2023,03,09,07,00,00,-18.47283,-18.08583
2023,03,09,08,00,00,-17.22683,-17.06783
2023,03,09,09,00,00,-14.78983,-14.87217
2023,03,09,10,00,00,-12.47017,-12.81667
2023,03,09,11,00,00,-10.90267,-11.34833
2023,03,09,12,00,00,-9.16533,-9.62633
2023,03,09,13,00,00,-7.49333,-7.99183
2023,03,09,14,00,00,-6.25383,-6.72317
2023,03,09,15,00,00,-5.58683,-5.9595
2023,03,09,16,00,00,-5.639,-5.89067
2023,03,09,17,00,00,-6.45367,-6.48083
2023,03,09,18,00,00,-8.43467,-7.6745
2023,03,09,19,00,00,-10.76,-8.63717
2023,03,09,20,00,00,-11.60967,-9.57733
2023,03,09,21,00,00,-11.49683,-10.1015
2023,03,09,22,00,00,-12.29683,-10.49117
2023,03,09,23,00,00,-12.44467,-10.697
2023,03,10,00,00,00,-12.313,-10.94717
2023,03,10,01,00,00,-11.80267,-10.87717
2023,03,10,02,00,00,-10.99117,-10.62617
2023,03,10,03,00,00,-11.0185,-11.05717
2023,03,10,04,00,00,-11.639,-11.413
2023,03,10,05,00,00,-11.422,-11.37317
2023,03,10,06,00,00,-10.77883,-10.64117
2023,03,10,07,00,00,-9.96233,-9.72417
2023,03,10,08,00,00,-8.06933,-8.21833
2023,03,10,09,00,00,-6.1175,-6.4455
2023,03,10,10,00,00,-4.77967,-5.1715
2023,03,10,11,00,00,-2.94867,-3.41883
2023,03,10,12,00,00,-1.854,-2.26967
2023,03,10,13,00,00,-1.68967,-2.07717
2023,03,10,14,00,00,-1.462,-1.8345
2023,03,10,15,00,00,-1.1675,-1.51583
2023,03,10,16,00,00,-0.99533,-1.2825
2023,03,10,17,00,00,-1.7045,-1.786
2023,03,10,18,00,00,-2.9235,-2.2555
2023,03,10,19,00,00,-3.3665,-3.12017
2023,03,10,20,00,00,-3.8395,-3.68033
2023,03,10,21,00,00,-4.36033,-4.17717
2023,03,10,22,00,00,-5.30167,-5.16
2023,03,10,23,00,00,-6.26433,-6.09867
2023,03,11,00,00,00,-7.15483,-6.9065
2023,03,11,01,00,00,-7.82183,-7.58317
2023,03,11,02,00,00,-8.80717,-8.45533
2023,03,11,03,00,00,-9.61817,-9.23717
2023,03,11,04,00,00,-10.14533,-9.787
2023,03,11,05,00,00,-10.47217,-10.1705
2023,03,11,06,00,00,-10.63167,-10.38383
2023,03,11,07,00,00,-11.1975,-10.76283
2023,03,11,08,00,00,-9.91183,-9.92717
2023,03,11,09,00,00,-8.232,-8.54483
2023,03,11,10,00,00,-6.8235,-7.2995
2023,03,11,11,00,00,-5.16356,-5.65831
2023,03,11,12,00,00,-4.0965,-4.55
2023,03,11,13,00,00,-3.596,-3.97117
2023,03,11,14,00,00,-2.845,-3.19033
2023,03,11,15,00,00,-2.69017,-3.02917
2023,03,11,16,00,00,-2.90217,-3.15517
2023,03,11,17,00,00,-3.30283,-3.46567
2023,03,11,18,00,00,-3.81167,-3.902
2023,03,11,19,00,00,-4.11933,-4.209
2023,03,11,20,00,00,-4.48383,-4.5985
2023,03,11,21,00,00,-4.98083,-5.163
2023,03,11,22,00,00,-5.50567,-5.66833
2023,03,11,23,00,00,-5.9535,-6.05383
2023,03,12,00,00,00,-6.23017,-6.49917
2023,03,12,01,00,00,-6.50683,-6.77867
2023,03,12,02,00,00,-6.66983,-6.9395
2023,03,12,03,00,00,-6.9235,-7.18433
2023,03,12,04,00,00,-7.26333,-7.54167
2023,03,12,05,00,00,-8.00733,-8.18533
2023,03,12,06,00,00,-8.97717,-8.82283
2023,03,12,07,00,00,-9.64717,-9.488
2023,03,12,08,00,00,-8.91233,-8.8205
2023,03,12,09,00,00,-7.148,-7.35517
2023,03,12,10,00,00,-5.94883,-6.3045
2023,03,12,11,00,00,-4.4795,-4.96483
2023,03,12,12,00,00,-3.6495,-4.17683
2023,03,12,13,00,00,-3.78567,-4.251
2023,03,12,14,00,00,-3.8665,-4.32633
2023,03,12,15,00,00,-3.5765,-4.02983
2023,03,12,16,00,00,-3.7335,-4.10317
2023,03,12,17,00,00,-3.909,-4.16667
2023,03,12,18,00,00,-4.18967,-4.3915
2023,03,12,19,00,00,-4.45983,-4.68133
2023,03,12,20,00,00,-5.7305,-5.79967
2023,03,12,21,00,00,-6.88133,-6.881
2023,03,12,22,00,00,-7.968,-7.80317
2023,03,12,23,00,00,-8.8205,-8.60533
2023,03,13,00,00,00,-9.08833,-8.75717
2023,03,13,01,00,00,-7.87217,-7.81517
2023,03,13,02,00,00,-7.69717,-7.60633
2023,03,13,03,00,00,-6.90817,-6.98417
2023,03,13,04,00,00,-7.36083,-7.392
2023,03,13,05,00,00,-8.30333,-8.14183
2023,03,13,06,00,00,-8.909,-8.69483
2023,03,13,07,00,00,-9.14717,-8.93883
2023,03,13,08,00,00,-7.8845,-7.87417
2023,03,13,09,00,00,-5.46367,-5.5055
2023,03,13,10,00,00,-3.35883,-3.74533
2023,03,13,11,00,00,-1.82967,-2.35867
2023,03,13,12,00,00,-0.7625,-1.33933
2023,03,13,13,00,00,0.12933,-0.45917
2023,03,13,14,00,00,-0.23217,-0.64883
2023,03,13,15,00,00,-0.55,-0.8955
2023,03,13,16,00,00,-0.89267,-1.13567
2023,03,13,17,00,00,-1.22383,-1.42
2023,03,13,18,00,00,-1.695,-1.89517
2023,03,13,19,00,00,-2.17433,-2.4095
2023,03,13,20,00,00,-2.55667,-2.82283
2023,03,13,21,00,00,-3.5315,-3.81183
2023,03,13,22,00,00,-3.46567,-3.72517
2023,03,13,23,00,00,-3.24283,-3.45567
2023,03,14,00,00,00,-3.03667,-3.23783
2023,03,14,01,00,00,-2.72683,-2.92933
2023,03,14,02,00,00,-2.32383,-2.50617
2023,03,14,03,00,00,-1.73567,-1.9195
2023,03,14,04,00,00,-0.69433,-0.89733
2023,03,14,05,00,00,0.002,-0.30117
2023,03,14,06,00,00,0.1765,-0.072
2023,03,14,07,00,00,0.61067,0.454
2023,03,14,08,00,00,1.41667,1.35433
2023,03,14,09,00,00,2.5245,2.37433
2023,03,14,10,00,00,3.46333,3.23183
2023,03,14,11,00,00,3.92617,3.57233
2023,03,14,12,00,00,3.8225,3.47467
2023,03,14,13,00,00,3.531,3.1005
2023,03,14,14,00,00,2.43583,1.91283
2023,03,14,15,00,00,1.27883,0.82133
2023,03,14,16,00,00,0.50583,0.03867
2023,03,14,17,00,00,0.105,-0.29441
2023,03,14,18,00,00,-0.115,-0.496
2023,03,14,19,00,00,-0.30517,-0.6135
2023,03,14,20,00,00,-0.45233,-0.77633
2023,03,14,21,00,00,-0.44867,-0.87683
2023,03,14,22,00,00,-0.47367,-0.86867
2023,03,14,23,00,00,-0.60033,-0.9775
2023,03,15,00,00,00,-0.6365,-1.0135
2023,03,15,01,00,00,-0.8165,-1.20683
2023,03,15,02,00,00,-1.27433,-1.636
2023,03,15,03,00,00,-1.471,-1.80783
2023,03,15,04,00,00,-1.70417,-2.08133
2023,03,15,05,00,00,-1.855,-2.18467
2023,03,15,06,00,00,-1.95283,-2.26767
2023,03,15,07,00,00,-2.034,-2.33567
2023,03,15,08,00,00,-2.137,-2.44517
2023,03,15,09,00,00,-2.0475,-2.34383
2023,03,15,10,00,00,-1.6325,-1.94367
2023,03,15,11,00,00,-0.37333,-0.83983
2023,03,15,12,00,00,0.38517,-0.1405
2023,03,15,13,00,00,0.58133,0.06717
2023,03,15,14,00,00,0.31367,-0.12867
2023,03,15,15,00,00,-0.01717,-0.33817
2023,03,15,16,00,00,0.22417,-0.04333
2023,03,15,17,00,00,-0.66417,-0.93167
2023,03,15,18,00,00,-2.05483,-2.40283
2023,03,15,19,00,00,-2.916,-3.15917
2023,03,15,20,00,00,-3.7005,-3.84967
2023,03,15,21,00,00,-4.91517,-4.90167
2023,03,15,22,00,00,-5.6265,-5.59933
2023,03,15,23,00,00,-5.7445,-5.70933
2023,03,16,00,00,00,-5.56267,-5.73217
2023,03,16,01,00,00,-5.6635,-5.66217
2023,03,16,02,00,00,-5.9785,-5.87617
2023,03,16,03,00,00,-6.40317,-6.163
2023,03,16,04,00,00,-6.58433,-6.4555
2023,03,16,05,00,00,-7.21983,-7.1205
2023,03,16,06,00,00,-7.43517,-7.225
2023,03,16,07,00,00,-7.37233,-7.29517
2023,03,16,08,00,00,-5.884,-5.9345
2023,03,16,09,00,00,-3.91367,-4.0915
2023,03,16,10,00,00,-2.28867,-2.63183
2023,03,16,11,00,00,-0.9065,-1.35133
2023,03,16,12,00,00,-0.01,-0.51183
2023,03,16,13,00,00,0.78533,0.07817
2023,03,16,14,00,00,1.2225,0.65317
2023,03,16,15,00,00,1.43733,0.92583
2023,03,16,16,00,00,1.48833,1.01817
2023,03,16,17,00,00,0.941,0.76917
2023,03,16,18,00,00,-1.30933,-0.08433
2023,03,16,19,00,00,-2.6735,-0.66567
2023,03,16,20,00,00,-3.008,-1.754
2023,03,16,21,00,00,-3.018,-2.39817
2023,03,16,22,00,00,-3.0775,-3.022
2023,03,16,23,00,00,-3.3125,-3.57283
2023,03,17,00,00,00,-3.5845,-3.89933
2023,03,17,01,00,00,-4.151,-4.1675
2023,03,17,02,00,00,-4.25983,-4.42667
2023,03,17,03,00,00,-3.99217,-4.23833
2023,03,17,04,00,00,-5.30317,-4.25033
2023,03,17,05,00,00,-6.528,-4.62067
2023,03,17,06,00,00,-6.7645,-5.04283
2023,03,17,07,00,00,-6.21467,-5.61767
2023,03,17,08,00,00,-4.84,-4.8805
2023,03,17,09,00,00,-3.1745,-3.63217
2023,03,17,10,00,00,-1.671,-2.13617
2023,03,17,11,00,00,-0.67817,-1.23167
2023,03,17,12,00,00,-0.534,-1.0985
2023,03,17,13,00,00,-0.282,-0.83883
2023,03,17,14,00,00,-0.11617,-0.60717
2023,03,17,15,00,00,0.66017,0.10083
2023,03,17,16,00,00,0.382,-0.05683
2023,03,17,17,00,00,-0.12733,-0.458
2023,03,17,18,00,00,-0.57983,-0.88033
2023,03,17,19,00,00,-0.78233,-1.073
2023,03,17,20,00,00,-0.89667,-1.2175
2023,03,17,21,00,00,-0.9205,-1.25617
2023,03,17,22,00,00,-1.82083,-2.10383
2023,03,17,23,00,00,-2.12867,-2.38233
2023,03,18,00,00,00,-1.70817,-1.90517
2023,03,18,01,00,00,-1.45183,-1.62483
2023,03,18,02,00,00,-0.96517,-1.14933
2023,03,18,03,00,00,-0.52283,-0.7335
2023,03,18,04,00,00,-0.16333,-0.42933
2023,03,18,05,00,00,0.60317,0.28867
2023,03,18,06,00,00,0.8025,0.46433
2023,03,18,07,00,00,0.15667,-0.24783
2023,03,18,08,00,00,0.33533,-0.05433
2023,03,18,09,00,00,0.4085,0.01883
2023,03,18,10,00,00,0.92483,0.507
2023,03,18,11,00,00,1.12867,0.6535
2023,03,18,12,00,00,2.32717,1.85483
2023,03,18,13,00,00,3.2325,2.85717
2023,03,18,14,00,00,2.62433,2.18717
2023,03,18,15,00,00,0.76233,0.329
2023,03,18,16,00,00,0.24833,-0.10167
2023,03,18,17,00,00,0.1465,-0.1915
2023,03,18,18,00,00,0.14733,-0.181
2023,03,18,19,00,00,0.2245,-0.07233
2023,03,18,20,00,00,0.27633,-0.00883
2023,03,18,21,00,00,0.25683,-0.02533
2023,03,18,22,00,00,0.304,-0.04283
2023,03,18,23,00,00,0.31533,-0.05967
2023,03,19,00,00,00,0.35233,-0.03217
2023,03,19,01,00,00,0.3535,-0.0245
2023,03,19,02,00,00,0.34967,-0.02717
2023,03,19,03,00,00,0.30717,-0.09517
2023,03,19,04,00,00,0.15883,-0.29783
2023,03,19,05,00,00,-0.03667,-0.52383
2023,03,19,06,00,00,-0.20583,-0.66117
2023,03,19,07,00,00,-0.42817,-0.80133
2023,03,19,08,00,00,-0.47183,-0.76767
2023,03,19,09,00,00,-0.48933,-0.7675
2023,03,19,10,00,00,-0.433,-0.809
2023,03,19,11,00,00,-0.02467,-0.51267
2023,03,19,12,00,00,0.1395,-0.4225
2023,03,19,13,00,00,0.26067,-0.35817
2023,03,19,14,00,00,0.3415,-0.285
2023,03,19,15,00,00,0.22367,-0.37883
2023,03,19,16,00,00,0.00483,-0.58617
2023,03,19,17,00,00,-0.1575,-0.67083
2023,03,19,18,00,00,-0.46183,-0.89267
2023,03,19,19,00,00,-0.50633,-0.8655
2023,03,19,20,00,00,-0.86083,-1.032
2023,03,19,21,00,00,-1.5485,-1.64367
2023,03,19,22,00,00,-1.6185,-1.7085
2023,03,19,23,00,00,-1.23917,-1.50233
2023,03,20,00,00,00,-0.98567,-1.2545
2023,03,20,01,00,00,-0.924,-1.13067
2023,03,20,02,00,00,-0.77533,-0.96567
2023,03,20,03,00,00,-0.74333,-0.94717
2023,03,20,04,00,00,-0.30533,-0.57683
2023,03,20,05,00,00,-0.3345,-0.5905
2023,03,20,06,00,00,-0.12383,-0.39017
2023,03,20,07,00,00,0.00083,-0.34417
2023,03,20,08,00,00,0.05233,-0.31883
2023,03,20,09,00,00,0.13167,-0.27783
2023,03,20,10,00,00,0.20217,-0.26167
2023,03,20,11,00,00,0.1945,-0.252
2023,03,20,12,00,00,0.28567,-0.22683
2023,03,20,13,00,00,0.561,-0.06083
2023,03,20,14,00,00,0.58117,0.01017
2023,03,20,15,00,00,0.29,-0.1945
2023,03,20,16,00,00,0.20133,-0.2835
2023,03,20,17,00,00,0.08617,-0.39567
2023,03,20,18,00,00,-0.048,-0.51383
2023,03,20,19,00,00,-0.09917,-0.549
2023,03,20,20,00,00,-0.12933,-0.52217
2023,03,20,21,00,00,-0.25,-0.55083
2023,03,20,22,00,00,-0.7115,-0.88217
2023,03,20,23,00,00,-1.4025,-1.46183
2023,03,21,00,00,00,-1.72383,-1.98617
2023,03,21,01,00,00,-2.54583,-2.81617
2023,03,21,02,00,00,-3.1315,-3.40533
2023,03,21,03,00,00,-3.87733,-4.14583
2023,03,21,04,00,00,-4.487,-4.74433
2023,03,21,05,00,00,-5.00817,-5.24867
2023,03,21,06,00,00,-5.23867,-5.43117
2023,03,21,07,00,00,-5.25983,-5.48917
2023,03,21,08,00,00,-4.03317,-4.29783
2023,03,21,09,00,00,-2.7725,-3.12533
2023,03,21,10,00,00,-2.0525,-2.52217
2023,03,21,11,00,00,-2.04883,-2.65383
2023,03,21,12,00,00,-1.32233,-2.04533
2023,03,21,13,00,00,-0.8695,-1.78333
2023,03,21,14,00,00,-0.34383,-1.16633
2023,03,21,15,00,00,0.2145,-0.42217
2023,03,21,16,00,00,0.2395,-0.28917
2023,03,21,17,00,00,0.10183,-0.286
2023,03,21,18,00,00,-0.6745,-0.792
2023,03,21,19,00,00,-1.46867,-1.31233
2023,03,21,20,00,00,-1.82867,-1.68133
2023,03,21,21,00,00,-2.08817,-1.99483
2023,03,21,22,00,00,-2.36967,-2.36733
2023,03,21,23,00,00,-2.43583,-2.52067
2023,03,22,00,00,00,-2.38,-2.6055
2023,03,22,01,00,00,-2.56367,-2.83283
2023,03,22,02,00,00,-2.59167,-2.91767
2023,03,22,03,00,00,-2.88017,-3.11583
2023,03,22,04,00,00,-2.96367,-3.19167
2023,03,22,05,00,00,-2.69717,-2.88817
2023,03,22,06,00,00,-2.35433,-2.54117
2023,03,22,07,00,00,-1.95433,-2.14217
2023,03,22,08,00,00,-1.34117,-1.60033
2023,03,22,09,00,00,-0.67217,-0.977
2023,03,22,10,00,00,-0.09683,-0.56867
2023,03,22,11,00,00,0.05333,-0.475
2023,03,22,12,00,00,-0.02017,-0.494
